id,text,sentiment
5610,This ruined my day so it works well 😡,negative
5611,Absolutely fantastic experience so good,positive
5612,Would not recommend 😡,negative
5613,I love this product and customer service helped so good,positive
5614,Absolutely fantastic experience,positive
5615,Would not recommend,negative
5616,I love this product,positive
5617,Highly recommend it loved it,positive
5618,This made my day so the quality is great,positive
5619,I love this product so good,positive
5620,Completely unsatisfied because the quality is great,negative
5621,One star and customer service helped,negative
5622,"FYI, Top quality and great value because it works well loved it",positive
5623,One star because the quality is great,negative
5624,Note: Never buying again so shipping was fast,negative
5625,Note: One star so customer service helped,negative
5626,Worst purchase ever 👎,negative
5627,Terrible experience,negative
5628,Very disappointed so it works well,negative
5629,One star so shipping was fast 👎,negative
5630,Awful quality,negative
5631,This made my day 👍,positive
5632,Will buy again loved it,positive
5633,Worst purchase ever so bad,negative
5634,Awful quality because customer service helped,negative
5635,Would not recommend because packaging was good,negative
5636,Would not recommend and it works well horrible,negative
5637,Would not recommend so bad,negative
5638,This ruined my day,negative
5639,So happy with the service so shipping was fast loved it,positive
5640,Worst purchase ever,negative
5641,Very disappointed so shipping was fast,negative
5642,No strong feelings,neutral
5643,So happy with the service amazing,positive
5644,This made my day great!,positive
5645,Would not recommend as it works well awful,negative
5646,Would not recommend,negative
5647,Very disappointed 👎,negative
5648,Never buying again and shipping was fast,negative
5649,Awful quality awful,negative
5650,I hate this so the quality is great horrible,negative
5651,"Just saying, I love this product and customer service helped 😊",positive
5652,"FYI, Top quality and great value pleasant",positive
5653,Absolutely fantastic experience,positive
5654,So happy with the service amazing,positive
5655,So happy with the service so it works well loved it,positive
5656,Very disappointed because customer service helped terrible!,negative
5657,Worst purchase ever 👎,negative
5658,Five stars,positive
5659,Worst purchase ever,negative
5660,Will buy again great!,positive
5661,It works as expected .,neutral
5662,Completely unsatisfied,negative
5663,So happy with the service,positive
5664,Would not recommend so bad,negative
5665,Five stars 👍,positive
5666,Worst purchase ever,negative
5667,I hate this and the quality is great,negative
5668,Terrible experience horrible,negative
5669,Highly recommend it so good,positive
5670,Highly recommend it as it works well,positive
5671,One star as customer service helped 😡,negative
5672,This made my day pleasant,positive
5673,This made my day because customer service helped 😊,positive
5674,Will buy again as it works well so good,positive
5675,Note: Top quality and great value,positive
5676,I hate this as packaging was good horrible,negative
5677,So happy with the service because the quality is great,positive
5678,Completely unsatisfied 😡,negative
5679,Best purchase ever and shipping was fast so good,positive
5680,This made my day 😊,positive
5681,Worst purchase ever dislike,negative
5682,Highly recommend it 😊,positive
5683,Absolutely fantastic experience and the quality is great,positive
5684,Best purchase ever,positive
5685,Completely unsatisfied so it works well,negative
5686,Absolutely fantastic experience as the quality is great,positive
5687,Exceeded my expectations,positive
5688,This ruined my day,negative
5689,"FYI, Worst purchase ever",negative
5690,Completely unsatisfied 👎,negative
5691,Exceeded my expectations because packaging was good,positive
5692,"Just saying, Terrible experience",negative
5693,Highly recommend it so good,positive
5694,This ruined my day so bad,negative
5695,Five stars because shipping was fast loved it,positive
5696,Top quality and great value 👍,positive
5697,I love this product 😊,positive
5698,"Just saying, Awful quality because customer service helped awful",negative
5699,Awful quality terrible!,negative
5700,Worst purchase ever as the quality is great 👎,negative
5701,One star because customer service helped,negative
5702,Awful quality,negative
5703,Five stars because packaging was good,positive
5704,Worst purchase ever so the quality is great so bad,negative
5705,Five stars,positive
5706,This ruined my day so the quality is great terrible!,negative
5707,Absolutely fantastic experience,positive
5708,Awful quality so customer service helped,negative
5709,No strong feelings so it works well ,neutral
5710,This made my day so customer service helped,positive
5711,Top quality and great value because customer service helped loved it,positive
5712,Completely unsatisfied,negative
5713,"FYI, Worst purchase ever dislike",negative
5714,"FYI, Neither good nor bad because packaging was good",neutral
5715,Exceeded my expectations because it works well pleasant,positive
5716,Would not recommend because packaging was good awful,negative
5717,So happy with the service,positive
5718,Five stars,positive
5719,I love this product 😊,positive
5720,Note: Awful quality,negative
5721,Very disappointed so shipping was fast dislike,negative
5722,I love this product,positive
5723,Never buying again as it works well,negative
5724,Five stars so the quality is great amazing,positive
5725,Highly recommend it because shipping was fast loved it,positive
5726,Never buying again,negative
5727,Neither good nor bad ,neutral
5728,Five stars loved it,positive
5729,Note: Standard so-so,neutral
5730,One star so packaging was good,negative
5731,Standard ok,neutral
5732,It was okay,neutral
5733,Completely unsatisfied so packaging was good,negative
5734,So happy with the service because the quality is great,positive
5735,"FYI, Terrible experience because customer service helped awful",negative
5736,Worst purchase ever horrible,negative
5737,Satisfactory ,neutral
5738,Terrible experience and packaging was good,negative
5739,Highly recommend it and customer service helped 👍,positive
5740,Five stars,positive
5741,I love this product 😊,positive
5742,Absolutely fantastic experience,positive
5743,Absolutely fantastic experience as packaging was good pleasant,positive
5744,Exceeded my expectations amazing,positive
5745,I love this product,positive
5746,Terrible experience dislike,negative
5747,Would not recommend,negative
5748,Best purchase ever,positive
5749,Absolutely fantastic experience so customer service helped 👍,positive
5750,It was okay,neutral
5751,Highly recommend it 👍,positive
5752,Top quality and great value and packaging was good,positive
5753,Completely unsatisfied 😡,negative
5754,I love this product because the quality is great 👍,positive
5755,This made my day so shipping was fast 😊,positive
5756,Highly recommend it and it works well amazing,positive
5757,Will buy again,positive
5758,I love this product and shipping was fast 👍,positive
